,Date,StationaryTestID2,IMEI,Pingtime,ultime,dltime,motime,mttime,totaltime
508,20170613,DF_CdDeMexico_20170613_120245,351881063972614,83.0,187,215.0,104.0,7,596.0
509,20170613,North_Monterrey_20170613_115633,353682060891692,83.0,189,217.0,118.0,7,614.0
510,20170613,North_Monterrey_20170613_115633,351881060548003,84.0,189,208.0,118.0,7,606.0
511,20170613,North_Monterrey_20170613_114114,353682060891692,84.0,188,185.0,118.0,7,582.0
512,20170613,North_Monterrey_20170613_113950,351881060548003,83.0,188,166.0,118.0,7,562.0
513,20170613,DF_CdDeMexico_20170613_050347,351881061798391,84.0,188,207.0,118.0,7,604.0
514,20170613,DF_CdDeMexico_20170613_031828,351881061798391,83.0,187,211.0,118.0,7,606.0
515,20170613,DF_CdDeMexico_20170613_031829,351881060569751,83.0,186,207.0,104.0,7,587.0
516,20170613,DF_CdDeMexico_20170613_025020,351881061798391,84.0,185,213.0,118.0,7,607.0
517,20170613,DF_CdDeMexico_20170613_025020,351881060569751,83.0,186,211.0,104.0,7,591.0
518,20170613,DF_CdDeMexico_20170613_010013,351881061798391,86.0,186,207.0,119.0,7,605.0
519,20170613,DF_CdDeMexico_20170613_005735,351881060569751,84.0,186,211.0,105.0,7,593.0
520,20170613,DF_CdDeMexico_20170613_004514,351881061798391,83.0,187,208.0,111.0,7,596.0
521,20170613,DF_CdDeMexico_20170613_004510,351881060569751,84.0,187,209.0,105.0,7,592.0
522,20170612,North_Monterrey_20170612_171830,351881060548003,84.0,196,211.0,119.0,7,617.0
523,20170612,North_Monterrey_20170612_171801,353682060891692,83.0,188,211.0,119.0,7,608.0
524,20170612,North_Monterrey_20170612_170514,351881060548003,84.0,188,209.0,120.0,7,608.0
525,20170612,North_Monterrey_20170612_170519,353682060891692,84.0,186,207.0,119.0,7,603.0
526,20170612,North_Monterrey_20170612_164156,351881060548003,84.0,189,236.0,117.0,7,633.0
527,20170612,North_Monterrey_20170612_164156,353682060891692,84.0,188,216.0,119.0,7,614.0
528,20170612,NorthWest_HWDtosCdObregon_20170612_142413,357536060557222,84.0,186,210.0,89.0,7,576.0
529,20170612,North_Monterrey_20170612_162258,351881060548003,84.0,189,209.0,118.0,7,607.0
530,20170612,North_Monterrey_20170612_162245,353682060891692,84.0,188,209.0,118.0,7,606.0
531,20170612,North_Monterrey_20170612_160047,351881060548003,83.0,188,222.0,118.0,7,618.0
532,20170612,North_Monterrey_20170612_160045,353682060891692,84.0,188,210.0,118.0,7,607.0
533,20170612,NorthWest_HWDtosCdObregon_20170612_135554,357536060557222,85.0,187,208.0,89.0,7,576.0
534,20170612,NorthWest_HWDtosCdObregon_20170612_134019,357536060557222,84.0,187,159.0,90.0,7,527.0
535,20170612,North_Monterrey_20170612_152923,353682060891692,83.0,189,210.0,118.0,7,607.0
536,20170612,North_Monterrey_20170612_152922,351881060548003,84.0,190,209.0,117.0,7,607.0
537,20170612,NorthWest_HWDtosCdObregon_20170612_132339,357536060557222,84.0,187,208.0,119.0,7,605.0
538,20170612,NorthWest_HWDtosCdObregon_20170612_132338,353300068961405,87.0,187,208.0,108.0,7,597.0
539,20170612,NorthWest_HWDtosCdObregon_20170612_130859,357536060557222,84.0,187,209.0,119.0,7,606.0
540,20170612,NorthWest_HWDtosCdObregon_20170612_130713,353300068961405,87.0,188,207.0,108.0,7,597.0
541,20170612,DF_Mexico_20170612_145748,353682061629216,84.0,184,225.0,105.0,7,605.0
542,20170612,DF_Mexico_20170612_145651,353683061087264,83.0,183,216.0,118.0,7,607.0
543,20170612,NorthWest_HWDtosCdObregon_20170612_125112,353300068961405,85.0,188,214.0,106.0,7,600.0
544,20170612,DF_Mexico_20170612_144058,353682061629216,82.0,183,223.0,104.0,7,599.0
545,20170612,DF_Mexico_20170612_143921,353683061087264,83.0,182,226.0,118.0,7,616.0
546,20170612,NorthWest_HWDtosCdObregon_20170612_123639,357536060557222,84.0,187,215.0,118.0,7,611.0
547,20170612,NorthWest_HWDtosCdObregon_20170612_123638,353300068961405,84.0,187,208.0,120.0,7,606.0
548,20170612,DF_Toluca_20170612_141836,353682061642599,84.0,187,214.0,119.0,7,611.0
549,20170612,DF_Toluca_20170612_141838,353682060677083,84.0,187,216.0,106.0,7,600.0
550,20170612,DF_Toluca_20170612_134722,353682060677083,84.0,187,216.0,105.0,7,599.0
551,20170612,DF_Toluca_20170612_134714,353682061642599,83.0,188,209.0,119.0,7,606.0
552,20170612,NorthWest_Navojoa_20170612_114627,351881069387569,83.0,187,212.0,106.0,7,595.0
553,20170612,NorthWest_HWDtosCdObregon_20170612_113213,357536060557222,84.0,186,209.0,139.0,7,625.0
554,20170612,NorthWest_HWDtosCdObregon_20170612_113212,353300068961405,84.0,186,208.0,119.0,7,604.0
555,20170612,NorthWest_HWDtosCdObregon_20170612_110843,357536060557222,84.0,186,207.0,118.0,7,602.0
556,20170612,NorthWest_Navojoa_20170612_110415,351881064335449,85.0,186,205.0,120.0,7,603.0
557,20170612,NorthWest_Navojoa_20170612_110414,351881069387569,86.0,188,212.0,107.0,7,600.0
558,20170612,DF_Toluca_20170612_125944,353682061642599,84.0,187,209.0,118.0,7,605.0
559,20170612,DF_Toluca_20170612_125945,353682060677083,85.0,187,209.0,104.0,7,592.0
560,20170612,NorthWest_HWDtosCdObregon_20170612_105315,353300068961405,83.0,187,206.0,119.0,7,602.0
561,20170612,NorthWest_HWDtosCdObregon_20170612_105315,357536060557222,84.0,186,207.0,88.0,7,572.0
562,20170612,DF_Mexico_20170612_124545,353683061087264,83.0,183,205.0,117.0,7,595.0
563,20170612,DF_Mexico_20170612_124533,353682061629216,82.0,183,204.0,104.0,7,580.0
564,20170612,North_Monterrey_20170612_124212,351881060548003,92.0,189,180.0,121.0,7,589.0
565,20170612,North_Monterrey_20170612_123715,353682060891692,83.0,189,187.0,119.0,7,585.0
566,20170612,NorthWest_HWDtosCdObregon_20170612_103442,357536060557222,86.0,187,208.0,139.0,7,627.0
567,20170612,NorthWest_HWDtosCdObregon_20170612_103441,353300068961405,86.0,188,207.0,120.0,7,608.0
568,20170612,North_Monterrey_20170612_122332,351881060548003,86.0,207,179.0,120.0,7,599.0
569,20170612,North_Monterrey_20170612_121840,353682060891692,84.0,191,203.0,100.0,7,585.0
570,20170612,North_Monterrey_20170612_115022,351881060548003,84.0,193,194.0,120.0,7,598.0
571,20170612,North_Monterrey_20170612_113421,353682060891692,84.0,188,216.0,119.0,7,614.0
572,20170612,North_Monterrey_20170612_113416,351881060548003,83.0,185,208.0,118.0,7,601.0
573,20170610,North_Monterrey_20170610_191336,353682060891692,85.0,186,225.0,119.0,7,622.0
574,20170610,North_Monterrey_20170610_191334,351881060548003,84.0,186,213.0,118.0,7,608.0
575,20170610,North_Monterrey_20170610_185620,353682060891692,86.0,186,222.0,110.0,7,611.0
576,20170610,North_Monterrey_20170610_185618,351881060548003,84.0,189,216.0,114.0,7,610.0
577,20170610,North_Monterrey_20170610_183711,353682060891692,86.0,188,185.0,119.0,7,585.0
578,20170610,North_Monterrey_20170610_183357,351881060548003,83.0,189,116.0,118.0,7,513.0
579,20170610,North_Monterrey_20170610_181053,351881060548003,83.0,186,210.0,118.0,7,604.0
580,20170610,North_Monterrey_20170610_181053,353682060891692,84.0,186,217.0,91.0,7,585.0
581,20170610,North_Monterrey_20170610_162853,351881060548003,83.0,191,185.0,120.0,7,586.0
582,20170610,Pacific_Aguascalientes_20170610_161542,351881065618595,84.0,186,215.0,119.0,7,611.0
583,20170610,North_Monterrey_20170610_160742,353682060891692,85.0,189,211.0,92.0,7,584.0
584,20170610,Pacific_Aguascalientes_20170610_155123,353300064377390,85.0,185,172.0,105.0,7,554.0
585,20170610,Pacific_Aguascalientes_20170610_145755,351881065618595,85.0,189,235.0,119.0,7,635.0
586,20170610,North_Monterrey_20170610_145816,353682060891692,83.0,190,191.0,120.0,7,591.0
587,20170610,Pacific_Aguascalientes_20170610_145724,353300064377390,85.0,187,229.0,105.0,7,613.0
588,20170610,North_Monterrey_20170610_144324,353682060891692,86.0,192,236.0,122.0,7,643.0
589,20170610,North_Monterrey_20170610_144108,351881060548003,83.0,189,178.0,118.0,7,575.0
590,20170610,Pacific_Aguascalientes_20170610_143959,351881065618595,84.0,186,227.0,119.0,7,623.0
591,20170610,North_Monterrey_20170610_142138,351881060548003,83.0,192,183.0,116.0,7,581.0
592,20170610,Pacific_Aguascalientes_20170610_142107,351881065618595,86.0,186,185.0,119.0,7,583.0
593,20170610,Pacific_Aguascalientes_20170610_140557,353300064377390,84.0,186,193.0,105.0,7,575.0
594,20170610,North_Monterrey_20170610_135820,351881060548003,83.0,191,182.0,119.0,7,582.0
595,20170610,North_Monterrey_20170610_131613,353682060891692,84.0,187,106.0,120.0,7,504.0
596,20170610,North_Monterrey_20170610_131612,351881060548003,84.0,190,144.0,44.0,7,469.0
597,20170610,North_Monterrey_20170610_125229,351881060548003,84.0,189,179.0,119.0,7,578.0
598,20170610,North_Monterrey_20170610_125041,353682060891692,84.0,191,220.0,118.0,7,620.0
599,20170610,North_Monterrey_20170610_123350,353682060891692,85.0,190,231.0,119.0,7,632.0
600,20170610,North_Monterrey_20170610_122321,351881060548003,84.0,188,171.0,120.0,7,570.0
601,20170610,North_Monterrey_20170610_121710,353682060891692,84.0,187,220.0,118.0,7,616.0
602,20170610,North_Monterrey_20170610_120840,351881060548003,84.0,203,234.0,118.0,7,646.0
603,20170610,North_Monterrey_20170610_115432,353682060891692,83.0,188,217.0,118.0,7,613.0
604,20170610,North_Monterrey_20170610_115431,351881060548003,91.0,186,208.0,119.0,7,611.0
605,20170609,NorthWest_HWDtosCdObregon_20170609_172004,353300069217187,84.0,187,207.0,118.0,7,603.0
606,20170609,NorthWest_HWDtosCdObregon_20170609_172013,351881069387569,83.0,187,210.0,107.0,7,594.0
607,20170609,NorthWest_HWDtosCdObregon_20170609_170235,351881064335449,85.0,185,207.0,106.0,7,590.0
608,20170609,NorthWest_HWDtosCdObregon_20170609_175204,357536060557222,85.0,187,206.0,-3481.0,7,-2996.0
609,20170609,NorthWest_HWDtosCdObregon_20170609_164851,351881069387569,88.0,189,217.0,108.0,7,609.0
610,20170609,NorthWest_HWDtosCdObregon_20170609_164645,351881064335449,144.0,183,206.0,118.0,7,658.0
611,20170609,DF_CdDeMexico_20170609_184241,353682061498919,145.0,185,207.0,117.0,7,661.0
612,20170609,DF_CdDeMexico_20170609_184243,353300061824410,145.0,185,208.0,106.0,7,651.0
613,20170609,NorthWest_HWDtosCdObregon_20170609_162514,357536060557222,83.0,187,208.0,90.0,7,575.0
614,20170609,NorthWest_HWDtosCdObregon_20170609_161632,351881069387569,87.0,188,213.0,108.0,7,603.0
615,20170609,NorthWest_HWDtosCdObregon_20170609_161219,357536060557222,85.0,187,208.0,89.0,7,576.0
616,20170609,Pacific_Ameca_20170609_180543,353682061642599,83.0,188,208.0,118.0,7,604.0
617,20170609,Pacific_Ameca_20170609_180543,353682060677083,84.0,188,211.0,106.0,7,596.0
618,20170609,NorthWest_HWDtosCdObregon_20170609_155750,351881069387569,83.0,187,212.0,108.0,7,597.0
619,20170609,DF_CdDeMexico_20170609_174912,353300061824410,144.0,186,209.0,105.0,7,651.0
620,20170609,DF_CdDeMexico_20170609_174854,353682061498919,84.0,187,207.0,117.0,7,602.0
621,20170609,NorthWest_HWDtosCdObregon_20170609_154353,351881064335449,83.0,186,208.0,146.0,7,630.0
622,20170609,NorthWest_HWDtosCdObregon_20170609_154038,351881069387569,85.0,187,208.0,119.0,7,606.0
623,20170609,North_Monterrey_20170609_173339,351881060548003,91.0,189,231.0,114.0,7,632.0
624,20170609,North_Monterrey_20170609_173341,353682060891692,83.0,188,226.0,119.0,7,623.0
625,20170609,NorthWest_HWDtosCdObregon_20170609_152800,351881069387569,84.0,184,207.0,118.0,7,600.0
626,20170609,Pacific_Ameca_20170609_172555,353682061642599,85.0,187,211.0,118.0,7,608.0
627,20170609,Pacific_Ameca_20170609_172555,353682060677083,87.0,186,210.0,105.0,7,595.0
628,20170609,NorthWest_HWDtosCdObregon_20170609_151024,351881069387569,84.0,184,205.0,118.0,7,598.0
629,20170609,North_Monterrey_20170609_170723,351881060548003,84.0,189,224.0,117.0,7,621.0
630,20170609,NorthWest_HWDtosCdObregon_20170609_145744,351881069387569,84.0,187,209.0,119.0,7,606.0
631,20170609,NorthWest_HWDtosCdObregon_20170609_145744,351881064335449,83.0,187,209.0,107.0,7,593.0
632,20170609,North_Monterrey_20170609_165139,351881060548003,83.0,191,192.0,135.0,7,608.0
633,20170609,Pacific_Ameca_20170609_164656,353682060677083,84.0,192,223.0,105.0,7,611.0
634,20170609,Pacific_Ameca_20170609_164656,353682061642599,84.0,187,209.0,118.0,7,605.0
635,20170609,North_Monterrey_20170609_163711,353682060891692,83.0,190,234.0,120.0,7,634.0
636,20170609,North_Monterrey_20170609_163828,351881060548003,83.0,188,217.0,139.0,7,634.0
637,20170609,North_Monterrey_20170609_162013,353682060891692,86.0,188,233.0,119.0,7,633.0
638,20170609,North_Monterrey_20170609_161715,351881060548003,85.0,189,188.0,119.0,7,588.0
639,20170609,DF_CdDeMexico_20170609_161241,353300061824410,145.0,185,206.0,125.0,7,668.0
640,20170609,DF_CdDeMexico_20170609_161307,353682061498919,84.0,187,230.0,118.0,7,626.0
641,20170609,DF_CdDeMexico_20170609_155910,353300061824410,146.0,185,207.0,105.0,7,650.0
642,20170609,NorthWest_Navojoa_20170609_132106,351881069387569,87.0,184,208.0,119.0,7,605.0
643,20170609,Pacific_Ameca_20170609_151817,353682060677083,84.0,188,209.0,105.0,7,593.0
644,20170609,Pacific_Ameca_20170609_151815,353682061642599,84.0,186,208.0,119.0,7,604.0
645,20170609,NorthWest_Navojoa_20170609_130955,351881064335449,84.0,187,213.0,107.0,7,598.0
646,20170609,NorthWest_Navojoa_20170609_123205,351881064335449,85.0,188,222.0,107.0,7,609.0
647,20170609,NorthWest_Navojoa_20170609_123033,351881069387569,85.0,184,208.0,120.0,7,604.0
648,20170609,NorthWest_Navojoa_20170609_120910,351881064335449,83.0,187,216.0,107.0,7,600.0
649,20170609,North_Monterrey_20170609_140422,351881060548003,86.0,189,217.0,111.0,7,610.0
650,20170609,North_Monterrey_20170609_140409,353682060891692,84.0,189,234.0,106.0,7,620.0
651,20170609,NorthWest_Navojoa_20170609_115518,351881064335449,84.0,189,210.0,111.0,7,601.0
652,20170609,NorthWest_Navojoa_20170609_115519,351881069387569,89.0,186,207.0,106.0,7,595.0
653,20170609,DF_CdDeMexico_20170609_135328,353300066446813,84.0,188,163.0,111.0,7,553.0
654,20170609,North_Monterrey_20170609_134720,353682060891692,94.0,189,233.0,119.0,7,642.0
655,20170609,North_Monterrey_20170609_134722,351881060548003,85.0,189,215.0,119.0,7,615.0
656,20170609,NorthWest_Obregon_20170609_114144,353300068961405,83.0,188,220.0,119.0,7,617.0
657,20170609,NorthWest_Obregon_20170609_114020,357536060557222,83.0,189,214.0,119.0,7,612.0
658,20170609,DF_CdDeMexico_20170609_134059,353300066446813,83.0,185,208.0,118.0,7,601.0
659,20170609,NorthWest_Obregon_20170609_112213,353300068961405,84.0,189,218.0,120.0,7,618.0
660,20170609,NorthWest_Obregon_20170609_112213,357536060557222,84.0,188,219.0,119.0,7,617.0
661,20170609,DF_CdDeMexico_20170609_132133,353300066446813,83.0,187,214.0,118.0,7,609.0
662,20170609,North_Monterrey_20170609_131901,353682060891692,83.0,189,234.0,120.0,7,633.0
663,20170609,North_Monterrey_20170609_131903,351881060548003,86.0,191,218.0,120.0,7,622.0
664,20170609,NorthWest_Obregon_20170609_110341,353300068961405,84.0,188,213.0,120.0,7,612.0
665,20170609,NorthWest_Obregon_20170609_110341,357536060557222,84.0,188,213.0,119.0,7,611.0
666,20170609,NorthWest_Obregon_20170609_104448,353300068961405,84.0,186,227.0,119.0,7,623.0
667,20170609,NorthWest_Obregon_20170609_104446,357536060557222,85.0,191,244.0,93.0,7,620.0
668,20170609,Pacific_Ameca_20170609_124123,353682060677083,84.0,190,212.0,105.0,7,598.0
669,20170609,Pacific_Ameca_20170609_124122,353682061642599,86.0,188,178.0,119.0,7,578.0
670,20170609,North_Monterrey_20170609_112147,351881060548003,87.0,190,215.0,120.0,7,619.0
671,20170609,North_Monterrey_20170609_112136,353682060891692,83.0,190,226.0,119.0,7,625.0
672,20170609,Pacific_Ameca_20170609_110643,353682061642599,86.0,189,211.0,120.0,7,613.0
673,20170609,Pacific_Ameca_20170609_110644,353682060677083,85.0,186,210.0,104.0,7,592.0
674,20170609,North_Monterrey_20170609_110321,351881060548003,87.0,192,212.0,121.0,7,619.0
675,20170609,North_Monterrey_20170609_110242,353682060891692,83.0,189,218.0,120.0,7,617.0
676,20170609,North_Monterrey_20170609_102312,351881060548003,86.0,192,215.0,120.0,7,620.0
677,20170609,North_Monterrey_20170609_102305,353682060891692,83.0,187,217.0,119.0,7,613.0
678,20170608,Pacific_Ameca_20170608_172555,353682060677083,83.0,188,218.0,105.0,7,601.0
679,20170608,Pacific_Ameca_20170608_172555,353682061642599,84.0,187,208.0,118.0,7,604.0
680,20170608,NorthWest_Obregon_20170608_151855,353300068961405,84.0,187,214.0,119.0,7,611.0
681,20170608,NorthWest_Obregon_20170608_151856,357536060557222,84.0,187,215.0,118.0,7,611.0
682,20170608,North_Monterrey_20170608_170513,353682060891692,83.0,189,119.0,118.0,7,516.0
683,20170608,North_Monterrey_20170608_170447,351881060548003,84.0,189,116.0,118.0,7,514.0
684,20170608,NorthWest_Obregon_20170608_150225,357536060557222,84.0,188,216.0,119.0,7,614.0
685,20170608,NorthWest_Navojoa_20170608_145620,351881069387569,84.0,186,212.0,106.0,7,595.0
686,20170608,NorthWest_Obregon_20170608_145012,353300068961405,84.0,187,216.0,118.0,7,612.0
687,20170608,NorthWest_Obregon_20170608_145006,357536060557222,84.0,187,217.0,3738.0,7,4233.0
688,20170608,DF_CdDeMexico_20170608_164808,357536062361250,84.0,187,181.0,104.0,7,563.0
689,20170608,NorthWest_Navojoa_20170608_143013,351881069387569,85.0,183,205.0,118.0,7,598.0
690,20170608,NorthWest_Navojoa_20170608_143012,351881064335449,85.0,186,207.0,106.0,7,591.0
691,20170608,NorthWest_Obregon_20170608_142413,357536060557222,84.0,187,217.0,119.0,7,614.0
692,20170608,NorthWest_Obregon_20170608_142413,353300068961405,84.0,188,215.0,119.0,7,613.0
693,20170608,NorthWest_Navojoa_20170608_141458,351881064335449,83.0,187,213.0,106.0,7,596.0
694,20170608,NorthWest_Navojoa_20170608_140113,351881069387569,85.0,187,206.0,107.0,7,592.0
695,20170608,NorthWest_Obregon_20170608_134152,357536060557222,84.0,187,211.0,119.0,7,608.0
696,20170608,NorthWest_Obregon_20170608_134153,353300068961405,84.0,187,209.0,118.0,7,605.0
697,20170608,DF_CdDeMexico_20170608_154054,351881063943318,84.0,188,215.0,105.0,7,599.0
698,20170608,NorthWest_Navojoa_20170608_133512,351881064335449,84.0,187,207.0,120.0,7,605.0
699,20170608,DF_CdDeMexico_20170608_153328,357536062361250,84.0,186,208.0,104.0,7,589.0
700,20170608,Pacific_Ameca_20170608_152729,353682060677083,84.0,186,209.0,104.0,7,590.0
701,20170608,DF_CdDeMexico_20170608_152634,351881063943318,84.0,190,211.0,140.0,7,632.0
702,20170608,NorthWest_Obregon_20170608_131820,357536060557222,84.0,188,207.0,118.0,7,604.0
703,20170608,NorthWest_Obregon_20170608_131819,353300068961405,84.0,187,207.0,119.0,7,604.0
704,20170608,NorthWest_Navojoa_20170608_131653,351881069387569,88.0,186,207.0,107.0,7,595.0
705,20170608,NorthWest_Navojoa_20170608_131554,351881064335449,88.0,186,206.0,118.0,7,605.0
706,20170608,DF_CdDeMexico_20170608_151311,353300066446813,83.0,188,219.0,119.0,7,616.0
707,20170608,NorthWest_Obregon_20170608_125836,353300068961405,84.0,186,209.0,118.0,7,604.0
708,20170608,NorthWest_Obregon_20170608_125836,357536060557222,83.0,188,207.0,119.0,7,604.0
709,20170608,DF_CdDeMexico_20170608_145037,353300066446813,83.0,189,228.0,119.0,7,626.0
710,20170608,DF_CdDeMexico_20170608_145035,351881063943318,85.0,188,229.0,107.0,7,616.0
711,20170608,NorthWest_Navojoa_20170608_124605,351881069387569,84.0,186,210.0,119.0,7,606.0
712,20170608,NorthWest_Navojoa_20170608_124557,351881064335449,85.0,186,210.0,106.0,7,594.0
713,20170608,NorthWest_Navojoa_20170608_123413,351881069387569,85.0,183,158.0,119.0,7,552.0
714,20170608,NorthWest_Navojoa_20170608_123414,351881064335449,84.0,186,217.0,3727.0,7,4221.0
715,20170608,NorthWest_Navojoa_20170608_121808,358318060083965,84.0,187,211.0,119.0,7,608.0
716,20170608,NorthWest_Navojoa_20170608_121722,351881069387569,83.0,186,213.0,120.0,7,609.0
717,20170608,NorthWest_Obregon_20170608_121113,353300068961405,84.0,187,216.0,120.0,7,614.0
718,20170608,NorthWest_Obregon_20170608_121114,357536060557222,84.0,188,215.0,119.0,7,613.0
719,20170608,NorthWest_Navojoa_20170608_120428,351881069387569,84.0,184,212.0,119.0,7,606.0
720,20170608,NorthWest_Navojoa_20170608_120427,351881064335449,84.0,188,215.0,107.0,7,601.0
721,20170608,NorthWest_Obregon_20170608_115505,357536060557222,84.0,189,227.0,119.0,7,626.0
722,20170608,NorthWest_Obregon_20170608_115327,353300068961405,84.0,189,228.0,118.0,7,626.0
723,20170608,DF_CdDeMexico_20170608_134934,351881063943318,83.0,188,217.0,105.0,7,600.0
724,20170608,DF_CdDeMexico_20170608_134934,353300066446813,89.0,188,216.0,120.0,7,620.0
725,20170608,North_Monterrey_20170608_134045,353682060891692,84.0,189,232.0,118.0,7,630.0
726,20170608,North_Monterrey_20170608_134043,351881060548003,86.0,190,222.0,122.0,7,627.0
727,20170608,Pacific_Ameca_20170608_133945,353682061642599,85.0,187,208.0,118.0,7,605.0
728,20170608,NorthWest_Obregon_20170608_113149,353300068961405,84.0,187,213.0,119.0,7,610.0
729,20170608,NorthWest_Obregon_20170608_113150,357536060557222,84.0,187,190.0,118.0,7,586.0
730,20170608,NorthWest_Navojoa_20170608_112527,351881069387569,86.0,184,206.0,119.0,7,602.0
731,20170608,North_Monterrey_20170608_132142,353682060891692,84.0,189,236.0,119.0,7,635.0
732,20170608,North_Monterrey_20170608_132143,351881060548003,86.0,190,214.0,122.0,7,619.0
733,20170608,DF_CdDeMexico_20170608_131910,351881063972614,83.0,188,188.0,104.0,7,570.0
734,20170608,NorthWest_Navojoa_20170608_111100,351881069387569,85.0,183,137.0,119.0,7,531.0
735,20170608,NorthWest_Navojoa_20170608_110730,351881064335449,84.0,186,212.0,107.0,7,596.0
736,20170608,NorthWest_Obregon_20170608_110507,357536060557222,84.0,187,213.0,119.0,7,610.0
737,20170608,NorthWest_Obregon_20170608_110508,353300068961405,83.0,187,213.0,118.0,7,608.0
738,20170608,North_Monterrey_20170608_125446,351881060548003,86.0,190,221.0,121.0,7,625.0
739,20170608,North_Monterrey_20170608_125445,353682060891692,84.0,188,230.0,118.0,7,627.0
740,20170608,NorthWest_Obregon_20170608_104714,357536060557222,84.0,188,221.0,119.0,7,619.0
741,20170608,NorthWest_Obregon_20170608_104715,353300068961405,84.0,188,220.0,120.0,7,619.0
742,20170608,DF_CdDeMexico_20170608_124621,357536062361250,84.0,188,172.0,138.0,7,589.0
743,20170608,Pacific_Ameca_20170608_124217,353682060677083,84.0,187,211.0,105.0,7,594.0
744,20170608,Pacific_Ameca_20170608_124217,353682061642599,84.0,187,209.0,118.0,7,605.0
745,20170608,NorthWest_Obregon_20170608_102454,353300068961405,85.0,187,210.0,119.0,7,608.0
746,20170608,NorthWest_Obregon_20170608_102453,357536060557222,84.0,186,211.0,120.0,7,608.0
747,20170608,North_Monterrey_20170608_121136,351881060548003,86.0,191,214.0,120.0,7,618.0
748,20170608,North_Monterrey_20170608_121129,353682060891692,85.0,189,210.0,118.0,7,609.0
749,20170608,NorthWest_Navojoa_20170608_100832,351881069387569,84.0,184,211.0,119.0,7,605.0
750,20170608,NorthWest_Navojoa_20170608_100832,351881064335449,85.0,187,217.0,108.0,7,604.0
751,20170608,NorthWest_Navojoa_20170608_095137,351881069387569,84.0,188,217.0,118.0,7,614.0
752,20170608,North_Monterrey_20170608_113700,353682060891692,84.0,187,222.0,120.0,7,620.0
753,20170608,North_Monterrey_20170608_113633,351881060548003,87.0,188,217.0,121.0,7,620.0
754,20170608,NorthWest_Navojoa_20170608_093118,353300069217187,90.0,186,211.0,119.0,7,613.0
755,20170608,NorthWest_Navojoa_20170608_092923,351881064335449,86.0,189,216.0,109.0,7,607.0
756,20170608,North_Monterrey_20170608_112127,351881060548003,87.0,188,175.0,119.0,7,576.0
757,20170608,NorthWest_Navojoa_20170608_090751,351881064335449,84.0,186,207.0,119.0,7,603.0
758,20170608,NorthWest_Navojoa_20170608_090758,351881069387569,87.0,189,209.0,107.0,7,599.0
759,20170608,North_Monterrey_20170608_105059,353682060891692,83.0,190,186.0,119.0,7,585.0
760,20170607,NorthWest_Navojoa_20170607_175650,351881064335449,84.0,187,207.0,119.0,7,604.0
761,20170607,NorthWest_Navojoa_20170607_175551,358318060083965,84.0,186,209.0,118.0,7,604.0
762,20170607,NorthWest_Navojoa_20170607_175542,351881069387569,85.0,186,210.0,3729.0,7,4217.0
763,20170607,North_Monterrey_20170607_192840,353682060891692,85.0,189,191.0,114.0,7,586.0
764,20170607,North_Monterrey_20170607_191407,353682060891692,84.0,188,182.0,114.0,7,575.0
765,20170607,NorthWest_Navojoa_20170607_171046,351881064335449,91.0,186,209.0,108.0,7,601.0
766,20170607,NorthWest_Navojoa_20170607_170803,358318060083965,85.0,187,210.0,119.0,7,608.0
767,20170607,NorthWest_Navojoa_20170607_170758,351881069387569,85.0,185,211.0,118.0,7,606.0
768,20170607,North_Monterrey_20170607_190019,353682060891692,83.0,188,186.0,118.0,7,582.0
769,20170607,NorthWest_Navojoa_20170607_165244,351881064335449,83.0,186,209.0,107.0,7,592.0
770,20170607,North_Monterrey_20170607_184504,353682060891692,84.0,188,188.0,119.0,7,586.0
771,20170607,NorthWest_Navojoa_20170607_163725,351881064335449,84.0,187,210.0,119.0,7,607.0
772,20170607,North_Monterrey_20170607_183430,351881060548003,84.0,190,181.0,119.0,7,581.0
773,20170607,NorthWest_Navojoa_20170607_163426,351881069387569,83.0,187,218.0,107.0,7,602.0
774,20170607,North_Monterrey_20170607_183224,353682060891692,83.0,188,174.0,119.0,7,571.0
775,20170607,NorthWest_Obregon_20170607_162647,353300068961405,84.0,187,222.0,90.0,7,590.0
776,20170607,Pacific_Tala_20170607_182334,353682061642599,84.0,187,209.0,118.0,7,605.0
777,20170607,Pacific_Tala_20170607_182335,353300065651009,86.0,190,211.0,105.0,7,599.0
778,20170607,NorthWest_Navojoa_20170607_162029,351881064335449,84.0,186,214.0,107.0,7,598.0
779,20170607,NorthWest_Navojoa_20170607_162054,358318060083965,85.0,184,212.0,3739.0,7,4227.0
780,20170607,DF_CdDeMexico_20170607_181853,353300066446813,85.0,189,224.0,120.0,7,625.0
781,20170607,DF_CdDeMexico_20170607_181857,351881067882157,85.0,189,210.0,107.0,7,598.0
782,20170607,NorthWest_Obregon_20170607_161225,357536060557222,84.0,188,212.0,119.0,7,610.0
783,20170607,NorthWest_Obregon_20170607_161225,353300068961405,83.0,185,210.0,118.0,7,603.0
784,20170607,NorthWest_Navojoa_20170607_160610,351881069387569,89.0,186,208.0,118.0,7,608.0
785,20170607,NorthWest_Navojoa_20170607_160604,358318060083965,84.0,187,212.0,118.0,7,608.0
786,20170607,North_Monterrey_20170607_180650,351881060548003,84.0,189,114.0,119.0,7,513.0
787,20170607,DF_CdDeMexico_20170607_175859,351881067882157,87.0,189,215.0,106.0,7,604.0
