,Date,StationaryTestID,IMEI,EARFCN,ULSpeed,DLSpeed,PingSpeed,PULColor,PDLColor,PINGColor,MOColor,MTColor,Pingtime,ultime,dltime,motime,Latitude,Longitude,sector_id,unique_id,site,rsrp,rsrq,sinr,pci,SINRColor,RSRPColor,RSRQColor
212,20171106,Gulf_VeracruzdeIgnaciodelaLlave_20171106_092239,3.533E+14,2435,11.41,3.66,62,GREEN,RED,RED,GREEN,GREEN,84,186,215,119,19.2130851,-96.1255545,24351VERVER0661,HVER0010,VERVER0661,-60,-6,30,67,GREEN,GREEN,GREEN
213,20171106,DF_Hidalgo_20171106_091933,3.53682E+14,2435,11.13,22.06,84.3,GREEN,GREEN,RED,GREEN,GREEN,84,187,217,119,20.1188496,-98.7685935,24352HIDPAC0055,HPAC0023,HIDPAC0055,-62,-6,23,49,GREEN,GREEN,GREEN
214,20171106,Pacific_Guanajuato_20171106_090941,3.57536E+14,2435,11.08,35.18,51.9,GREEN,GREEN,GREEN,GREEN,GREEN,86,189,217,119,21.151827,-101.6966578,24353GUALEO0350,HLEO0019,GUALEO0350,-44,-6,27,89,GREEN,GREEN,GREEN
215,20171106,Pacific_Guanajuato_20171106_090819,3.533E+14,2435,10.18,33.1,53.6,GREEN,GREEN,GREEN,GREEN,GREEN,83,188,210,119,21.110423,-101.6469674,24351GUALEO1843,HLEO1155,GUALEO1843,-57,-6,28,480,GREEN,GREEN,GREEN
216,20171106,Pacific_Queretaro_20171106_090542,3.53683E+14,2435,14.3,28.55,52.3,GREEN,GREEN,GREEN,GREEN,GREEN,84,187,211,102,20.6668406,-100.4001954,24352QTOQTO2187,QUE6091,QTOQTO2187,-66,-7,27,451,GREEN,GREEN,GREEN
217,20171106,DF_Hidalgo_20171106_090507,3.53682E+14,2435,11.39,29.08,63.7,GREEN,GREEN,RED,GREEN,GREEN,84,187,217,119,20.1174944,-98.7708112,24351HIDPAC0055,HPAC0023,HIDPAC0055,-57,-7,22,48,GREEN,GREEN,GREEN
218,20171106,DF_Mexico_20171106_085946,3.51881E+14,2435,16.06,10.24,65.9,GREEN,YELLOW,RED,GREEN,GREEN,83,186,212,101,19.2900872,-99.6523372,24353MEXTOL0790,MEX91017,MEXTOL0790,-61,-8,9,326,RED,GREEN,GREEN
219,20171106,Pacific_Guanajuato_20171106_085221,3.57536E+14,2435,11.58,32.45,57.4,GREEN,GREEN,GREEN,GREEN,GREEN,85,188,217,120,21.1528403,-101.6961948,24351GUALEO0350,HLEO0019,GUALEO0350,-51,-6,24,87,GREEN,GREEN,GREEN
220,20171106,Pacific_SanLuisPotosi_20171106_085148,3.533E+14,2435,8.45,24.27,62.3,GREEN,GREEN,RED,GREEN,GREEN,84,185,208,119,22.1508944,-101.0013727,24353SLPSLP1478,HSLP0016,SLPSLP1478,-73,-7,29,84,GREEN,GREEN,GREEN
221,20171106,DF_Hidalgo_20171106_085030,3.53682E+14,2435,10.97,19.2,71.6,GREEN,GREEN,RED,GREEN,GREEN,83,189,215,118,20.1174979,-98.770703,24353HIDPAC0055,HPAC0023,HIDPAC0055,-82,-8,10,50,RED,GREEN,GREEN
222,20171106,Pacific_Guanajuato_20171106_085017,3.533E+14,2435,10.03,25,55.9,GREEN,GREEN,GREEN,GREEN,GREEN,84,187,209,119,21.1104808,-101.6493911,24352GUALEO1843,HLEO1155,GUALEO1843,-67,-7,25,481,GREEN,GREEN,GREEN
223,20171106,Pacific_Queretaro_20171106_084540,3.53683E+14,2435,10.45,33.25,50.6,GREEN,GREEN,GREEN,GREEN,GREEN,83,187,216,100,20.6668406,-100.4001954,24353QTOQTO2187,QUE6091,QTOQTO2187,-57,-6,29,452,GREEN,GREEN,GREEN
224,20171106,DF_Mexico_20171106_083831,3.533E+14,2435,11.3,14.66,69.4,GREEN,GREEN,RED,GREEN,GREEN,84,188,207,118,19.3351919,-98.6963322,24353MEXIXP0344,HPUE1065,MEXIXP0344,-85,-10,16,392,YELLOW,GREEN,GREEN
225,20171106,Pacific_Guanajuato_20171106_083653,3.58318E+14,2435,12.34,26.8,67.2,GREEN,GREEN,RED,GREEN,GREEN,84,188,212,119,21.1040349,-101.638362,24352GUALEO0354,HLEO0026,GUALEO0354,-68,-6,26,103,GREEN,GREEN,GREEN
226,20171106,Pacific_HWAVillaJuarez_20171106_083546,3.53683E+14,2250,50.3,29.83,64.2,GREEN,RED,RED,GREEN,GREEN,83,188,183,119,21.812665,-105.1997316,22503LTEP8014,NAY5028,LTEP8014,-81,-7,27,411,GREEN,GREEN,GREEN
227,20171106,Pacific_SanLuisPotosi_20171106_083542,3.533E+14,2435,10.59,19.15,59.6,GREEN,GREEN,GREEN,GREEN,GREEN,84,187,209,119,22.1508944,-101.0013727,24352SLPSLP1478,HSLP0016,SLPSLP1478,-81,-7,20,86,GREEN,GREEN,GREEN
228,20171106,Pacific_Guanajuato_20171106_083306,3.533E+14,2435,9.29,17.29,65.2,GREEN,GREEN,RED,GREEN,GREEN,85,186,209,118,21.1105087,-101.6497166,24353GUALEO1843,HLEO1155,GUALEO1843,-74,-8,30,482,GREEN,GREEN,GREEN
229,20171106,Pacific_Queretaro_20171106_083039,3.53683E+14,2435,12.53,28.55,51.9,GREEN,GREEN,GREEN,GREEN,GREEN,83,186,212,102,20.6657473,-100.3954697,24351QTOQTO2187,QUE6091,QTOQTO2187,-49,-7,30,450,GREEN,GREEN,GREEN
230,20171106,Peninsula_Chiapas_20171106_082101,3.533E+14,2435,9.16,25.4,90.6,GREEN,GREEN,RED,GREEN,GREEN,84,188,214,119,15.1475256,-92.4550062,24352CHPHXT0075,CHP8010,CHPHXT0075,-76,-7,28,191,GREEN,GREEN,GREEN
231,20171106,Pacific_Guanajuato_20171106_082052,3.533E+14,2435,9.76,29.25,64,GREEN,GREEN,RED,GREEN,RED,84,188,209,139,21.1104418,-101.6495859,24353GUALEO1843,HLEO1155,GUALEO1843,-71,-7,25,482,GREEN,GREEN,GREEN
232,20171106,Pacific_SanLuisPotosi_20171106_082020,3.533E+14,2435,10.86,19.22,61.5,GREEN,GREEN,RED,GREEN,GREEN,84,188,208,118,22.1508944,-101.0013727,24351SLPSLP1478,HSLP0016,SLPSLP1478,-79,-8,22,85,GREEN,GREEN,GREEN
233,20171106,Pacific_Nayarit_20171106_081954,3.53683E+14,2435,9.28,24.95,71.6,GREEN,GREEN,RED,GREEN,GREEN,85,187,129,120,21.8126335,-105.1997429,24351NAYIXC1257,NAY5028,NAYIXC1257,-61,-6,30,412,GREEN,GREEN,GREEN
234,20171106,Gulf_Morelos_20171106_081941,3.51881E+14,2435,11.3,1.53,66,GREEN,RED,RED,GREEN,GREEN,89,188,213,108,18.848628,-98.9548763,24352MORCUA0176,HCUA0004,MORCUA0176,-84,-10,4,250,RED,GREEN,GREEN
235,20171106,Pacific_Guanajuato_20171106_081911,3.58318E+14,2435,11.05,22.08,65.1,GREEN,GREEN,RED,GREEN,GREEN,84,188,211,119,21.1039793,-101.6382402,24351GUALEO0354,HLEO0026,GUALEO0354,-69,-7,13,102,RED,GREEN,GREEN
236,20171106,DF_Mexico_20171106_081553,3.533E+14,2435,11.28,16.33,72.4,GREEN,GREEN,RED,GREEN,GREEN,84,188,208,119,19.341059,-98.6872102,24351MEXIXP0344,HPUE1065,MEXIXP0344,-71,-10,22,391,GREEN,GREEN,GREEN
237,20171106,Peninsula_YucatAn_20171106_081006,3.51881E+14,2435,10.74,22.33,82.8,GREEN,GREEN,RED,GREEN,GREEN,84,187,208,102,21.1511666,-89.1048289,24352YUCCAH0365,HMER0066,YUCCAH0365,-74,-6,30,79,GREEN,GREEN,GREEN
238,20171106,Pacific_Guadalajara_20171106_080908,3.533E+14,2250,46.61,26.98,96.7,GREEN,RED,RED,GREEN,GREEN,84,186,191,119,20.6877746,-103.3367513,22503JALGDL1941,JALGDL1941,JALGDL1941,-77,-8,16,134,YELLOW,GREEN,GREEN
239,20171106,Peninsula_YucatAn_20171106_080804,3.51881E+14,2435,10.7,20,82.1,GREEN,GREEN,RED,GREEN,GREEN,84,188,210,97,21.2004746,-88.7817387,24351YUCBUZ0363,HMER0068,YUCBUZ0363,-73,-8,20,174,GREEN,GREEN,GREEN
240,20171106,DF_Mexico_20171106_080800,3.51881E+14,2435,12.34,19.22,60.8,GREEN,GREEN,RED,GREEN,GREEN,82,188,212,100,19.2895619,-99.5820949,24351MEXTOL0802,MEX91325,MEXTOL0802,-70,-6,20,135,GREEN,GREEN,GREEN
241,20171106,Peninsula_Chiapas_20171106_080631,3.533E+14,2435,9.33,26.63,80.4,GREEN,GREEN,RED,GREEN,GREEN,84,188,215,118,15.1389034,-92.461273,24351CHPHXT0075,CHP8010,CHPHXT0075,-58,-6,30,189,GREEN,GREEN,GREEN
242,20171106,Pacific_Guanajuato_20171106_080407,3.58318E+14,2435,10.81,13.04,54.9,GREEN,GREEN,GREEN,GREEN,GREEN,83,188,211,119,21.1039793,-101.6382402,24353GUALEO0354,HLEO0026,GUALEO0354,-73,-10,12,104,RED,GREEN,GREEN
243,20171106,DF_Mexico_20171106_080237,3.51881E+14,2435,10.85,27.65,67.8,GREEN,GREEN,RED,GREEN,GREEN,83,187,211,96,19.2351364,-99.4698553,24352MEXCAP0083,MEX9454,MEXCAP0083,-70,-6,17,304,YELLOW,GREEN,GREEN
244,20171106,Pacific_Guadalajara_20171106_080206,3.533E+14,2250,26.06,27.75,91.9,GREEN,RED,RED,GREEN,GREEN,85,193,218,120,20.6876606,-103.3368568,22503JALGDL1941,JALGDL1941,JALGDL1941,-77,-7,21,134,GREEN,GREEN,GREEN
245,20171106,Pacific_Aguascalientes_20171106_075307,3.51881E+14,2435,10.53,31.77,70.1,GREEN,GREEN,RED,GREEN,GREEN,84,186,207,120,21.8583843,-102.2221051,24353AGUAGU0037,HAGS0025,AGUAGU0037,-61,-7,30,111,GREEN,GREEN,GREEN
246,20171106,DF_Mexico_20171106_075209,3.51881E+14,2435,9.82,19.52,64.2,GREEN,GREEN,RED,GREEN,GREEN,83,189,210,100,19.2874154,-99.5803264,24353MEXTOL0802,MEX91325,MEXTOL0802,-66,-8,18,137,YELLOW,GREEN,GREEN
247,20171106,Peninsula_YucatAn_20171106_074943,3.51881E+14,2435,3.79,18.38,82.1,RED,GREEN,RED,RED,RED,86,184,114,89,21.2000245,-88.7776125,24352YUCBUZ0363,HMER0068,YUCBUZ0363,-63,-6,30,55,GREEN,GREEN,GREEN
248,20171106,Gulf_Morelos_20171106_074629,3.51881E+14,2435,8.85,1.5,83.5,GREEN,RED,RED,GREEN,GREEN,84,189,211,108,18.8498003,-98.9554245,24353MORCUA0176,HCUA0004,MORCUA0176,-77,-9,17,251,YELLOW,GREEN,GREEN
249,20171106,DF_Mexico_20171106_074446,3.51881E+14,2435,11.03,24.17,64.7,GREEN,GREEN,RED,GREEN,GREEN,84,188,213,99,19.242405,-99.4726095,24353MEXCAP0083,MEX9454,MEXCAP0083,-67,-6,22,305,GREEN,GREEN,GREEN
250,20171106,DF_Mexico_20171106_074332,3.533E+14,2435,12.09,19.96,69,GREEN,GREEN,RED,GREEN,GREEN,84,187,210,118,19.341059,-98.6872102,24352MEXIXP0344,HPUE1065,MEXIXP0344,-72,-6,22,390,GREEN,GREEN,GREEN
251,20171106,Peninsula_YucatAn_20171106_074226,3.51881E+14,2435,12.27,20.8,88.6,GREEN,GREEN,RED,GREEN,GREEN,85,188,207,98,21.143453,-89.11074,24351YUCCAH0365,HMER0066,YUCCAH0365,-86,-7,30,78,GREEN,YELLOW,GREEN
252,20171106,DF_Mexico_20171106_073808,3.51881E+14,2435,10.46,16.74,62.9,GREEN,GREEN,RED,GREEN,GREEN,83,187,209,106,19.2875255,-99.5745615,24352MEXTOL0802,MEX91325,MEXTOL0802,-75,-6,21,136,GREEN,GREEN,GREEN
253,20171106,Peninsula_YucatAn_20171106_073706,3.51881E+14,2435,12.21,6.9,80.9,GREEN,RED,RED,GREEN,GREEN,83,186,213,101,21.1998915,-88.7777487,24352YUCBUZ0363,HMER0068,YUCBUZ0363,-69,-6,30,55,GREEN,GREEN,GREEN
254,20171106,DF_Hidalgo_20171106_073113,3.53682E+14,2435,11.46,23.28,66.2,GREEN,GREEN,RED,GREEN,GREEN,84,187,210,119,20.1252002,-98.7554357,24353HIDPAC0051,HPAC0011,HIDPAC0051,-67,-7,22,413,GREEN,GREEN,GREEN
255,20171106,DF_Mexico_20171106_072847,3.51881E+14,2435,8.59,28.75,83.2,GREEN,GREEN,RED,GREEN,GREEN,85,188,211,99,19.2520397,-99.4741561,24351MEXCAP0083,MEX9454,MEXCAP0083,-72,-6,28,303,GREEN,GREEN,GREEN
256,20171106,Pacific_Aguascalientes_20171106_072155,3.51881E+14,2435,9.96,25.09,51.2,GREEN,GREEN,GREEN,GREEN,GREEN,83,188,209,118,21.8577735,-102.2126761,24352AGUAGU0037,HAGS0025,AGUAGU0037,-61,-8,20,112,GREEN,GREEN,GREEN
257,20171106,Peninsula_Chiapas_20171106_072132,3.533E+14,2435,10.81,24.8,74.7,GREEN,GREEN,RED,GREEN,GREEN,85,187,216,118,15.1391612,-92.4648084,24353CHPHXT0075,CHP8010,CHPHXT0075,-74,-7,30,190,GREEN,GREEN,GREEN
258,20171106,Pacific_Guanajuato_20171106_072034,3.533E+14,2435,13.07,10.63,56.1,GREEN,YELLOW,GREEN,GREEN,GREEN,84,188,208,119,21.1204352,-101.6574921,24352GUALEO0349,HLEO0018,GUALEO0349,-74,-8,17,85,YELLOW,GREEN,GREEN
259,20171106,Gulf_Morelos_20171106_071709,3.51881E+14,2435,9.07,1.49,68.9,GREEN,RED,RED,GREEN,GREEN,84,187,212,107,18.8498003,-98.9554245,24351MORCUA0176,HCUA0004,MORCUA0176,-76,-7,22,249,GREEN,GREEN,GREEN
260,20171106,Peninsula_YucatAn_20171106_071357,3.51881E+14,2435,11.03,24.67,83.4,GREEN,GREEN,RED,GREEN,GREEN,84,187,206,115,21.1425262,-89.1212742,24353YUCCAH0365,HMER0066,YUCCAH0365,-78,-6,30,80,GREEN,GREEN,GREEN
261,20171106,DF_Hidalgo_20171106_071344,3.53682E+14,2435,11.89,27.63,68,GREEN,GREEN,RED,GREEN,GREEN,84,188,211,119,20.1247588,-98.7537629,24351HIDPAC0051,HPAC0011,HIDPAC0051,-53,-6,30,411,GREEN,GREEN,GREEN
262,20171106,Pacific_SanLuisPotosi_20171106_071252,3.533E+14,2435,9.99,12.21,55.5,GREEN,GREEN,GREEN,GREEN,RED,84,187,208,118,22.1529459,-100.9212506,24351SLPSGS1472,SLP6044,SLPSGS1472,-75,-8,30,135,GREEN,GREEN,GREEN
263,20171106,Gulf_VeracruzdeIgnaciodelaLlave_20171106_071151,3.533E+14,2435,7.72,3.11,71.7,YELLOW,RED,RED,GREEN,GREEN,84,188,209,109,19.1960389,-96.1337813,24351VERVER0664,HVER0014,VERVER0664,-77,-7,25,75,GREEN,GREEN,GREEN
264,20171106,Pacific_Guanajuato_20171106_071058,3.57536E+14,2435,9.9,2.67,66.7,GREEN,RED,RED,GREEN,GREEN,85,188,213,120,21.1673687,-101.652839,24352GUALEO1844,HLEO1159,GUALEO1844,-78,-7,20,183,GREEN,GREEN,GREEN
265,20171106,Pacific_Aguascalientes_20171106_070228,3.51881E+14,2435,10.51,32.36,56.7,GREEN,GREEN,GREEN,GREEN,GREEN,83,187,208,118,21.8564463,-102.2084069,24351AGUAGU0037,HAGS0025,AGUAGU0037,-70,-6,25,113,GREEN,GREEN,GREEN
266,20171106,Pacific_Guanajuato_20171106_065943,3.58318E+14,2435,13.22,25.44,50.4,GREEN,GREEN,GREEN,GREEN,GREEN,83,186,208,119,21.0864552,-101.6322826,24352GUALEO1794,GUALEO1794,GUALEO1794,-63,-7,27,139,GREEN,GREEN,GREEN
267,20171106,Peninsula_YucatAn_20171106_065939,3.51881E+14,2435,13,22.27,82.2,GREEN,GREEN,RED,GREEN,GREEN,84,186,211,109,21.1952103,-88.7852299,24353YUCBUZ0363,HMER0068,YUCBUZ0363,-80,-6,29,56,GREEN,GREEN,GREEN
268,20171106,Pacific_SanLuisPotosi_20171106_065749,3.533E+14,2435,9.88,5.64,61.8,GREEN,RED,RED,GREEN,GREEN,84,186,210,118,22.1529459,-100.9212506,24351SLPSGS1472,SLP6044,SLPSGS1472,-70,-7,30,135,GREEN,GREEN,GREEN
269,20171106,DF_Hidalgo_20171106_065515,3.53682E+14,2435,11.3,23.97,66.4,GREEN,GREEN,RED,GREEN,GREEN,86,187,217,120,20.1247725,-98.7538594,24352HIDPAC0051,HPAC0011,HIDPAC0051,-76,-8,14,412,RED,GREEN,GREEN
270,20171106,Pacific_Guanajuato_20171106_065433,3.533E+14,2435,11.27,32.64,56.5,GREEN,GREEN,GREEN,GREEN,GREEN,83,188,210,119,21.1210468,-101.655438,24353GUALEO0349,HLEO0018,GUALEO0349,-62,-10,28,86,GREEN,GREEN,GREEN
271,20171106,Peninsula_Campeche_20171106_065411,3.51881E+14,2435,13.2,22.95,72.8,GREEN,GREEN,RED,GREEN,GREEN,83,187,209,96,18.6422536,-91.8387291,24353CAMCRN0038,HCAR0005,CAMCRN0038,-58,-6,17,62,YELLOW,GREEN,GREEN
272,20171106,Pacific_Guanajuato_20171106_064813,3.57536E+14,2435,9.95,2.63,63.9,GREEN,RED,RED,GREEN,GREEN,86,186,210,119,21.1721065,-101.6569673,24353GUALEO1844,HLEO1159,GUALEO1844,-50,-10,23,185,GREEN,GREEN,GREEN
273,20171106,DF_Mexico_20171106_064547,3.51881E+14,2435,9.5,14.74,66.2,GREEN,GREEN,RED,GREEN,GREEN,88,186,205,119,19.3135747,-98.742438,24353MEXIXP0342,HPUE0015,MEXIXP0342,-88,-9,18,81,YELLOW,YELLOW,GREEN
274,20171106,Pacific_Guanajuato_20171106_064540,3.58318E+14,2435,10.02,29.56,56.4,GREEN,GREEN,GREEN,GREEN,GREEN,84,186,207,119,21.0864552,-101.6322826,24351GUALEO1794,GUALEO1794,GUALEO1794,-67,-6,27,138,GREEN,GREEN,GREEN
275,20171106,Gulf_VeracruzdeIgnaciodelaLlave_20171106_064342,3.533E+14,2435,10.94,3.83,61.8,GREEN,RED,RED,GREEN,GREEN,86,186,206,106,19.1954095,-96.1376645,24353VERVER0664,HVER0014,VERVER0664,-69,-8,24,77,GREEN,GREEN,GREEN
276,20171106,Pacific_Aguascalientes_20171106_064339,3.51881E+14,2435,12.73,24.31,84.5,GREEN,GREEN,RED,GREEN,RED,83,187,206,118,21.8563799,-102.2082631,24351AGUAGU0037,HAGS0025,AGUAGU0037,-79,-6,22,113,GREEN,GREEN,GREEN
277,20171106,Pacific_SanLuisPotosi_20171106_064053,3.533E+14,2435,10.69,23.42,49.2,GREEN,GREEN,GREEN,GREEN,GREEN,84,186,208,120,22.1529459,-100.9212506,24353SLPSGS1472,SLP6044,SLPSGS1472,-66,-6,30,137,GREEN,GREEN,GREEN
278,20171106,Peninsula_Campeche_20171106_063858,3.51881E+14,2435,10.99,23.83,73.3,GREEN,GREEN,RED,GREEN,GREEN,84,188,209,97,18.6441777,-91.8386706,24352CAMCRN0038,HCAR0005,CAMCRN0038,-65,-9,30,61,GREEN,GREEN,GREEN
279,20171106,Pacific_Guanajuato_20171106_063240,3.533E+14,2435,10,29.21,56.1,GREEN,GREEN,GREEN,GREEN,GREEN,85,185,209,118,21.1230711,-101.6555662,24351GUALEO0349,HLEO0018,GUALEO0349,-68,-7,24,84,GREEN,GREEN,GREEN
280,20171106,DF_Mexico_20171106_063141,3.51881E+14,2435,12.82,24.99,60.5,GREEN,GREEN,RED,GREEN,GREEN,84,188,209,112,19.2857094,-99.4836888,24353MEXLRM0381,MEX9246,MEXLRM0381,-64,-6,15,440,RED,GREEN,GREEN
281,20171106,Pacific_Guanajuato_20171106_062817,3.57536E+14,2435,10.05,3.86,59.3,GREEN,RED,GREEN,GREEN,GREEN,85,187,210,121,21.1749925,-101.6546857,24351GUALEO1844,HLEO1159,GUALEO1844,-67,-7,24,184,GREEN,GREEN,GREEN
282,20171106,DF_Mexico_20171106_062043,3.51881E+14,2435,9.82,20.59,62.7,GREEN,GREEN,RED,GREEN,GREEN,84,187,206,119,19.3299055,-98.7169752,24352MEXIXP0342,HPUE0015,MEXIXP0342,-77,-7,16,82,YELLOW,GREEN,GREEN
283,20171106,Pacific_SanLuisPotosi_20171106_062023,3.533E+14,2435,9.58,11.35,54.2,GREEN,YELLOW,GREEN,GREEN,GREEN,84,186,207,119,22.1543589,-100.9231234,24352SLPSGS1472,SLP6044,SLPSGS1472,-76,-6,28,136,GREEN,GREEN,GREEN
284,20171106,Peninsula_Campeche_20171106_061901,3.51881E+14,2435,10.32,19.46,74.2,GREEN,GREEN,RED,GREEN,GREEN,84,188,210,97,18.6476631,-91.8342719,24351CAMCRN0038,HCAR0005,CAMCRN0038,-60,-9,30,60,GREEN,GREEN,GREEN
285,20171106,Pacific_Guanajuato_20171106_061733,3.58318E+14,2435,10.96,23.72,52.3,GREEN,GREEN,GREEN,GREEN,GREEN,83,186,206,119,21.0857218,-101.6301803,24353GUALEO1794,GUALEO1794,GUALEO1794,-76,-7,20,140,GREEN,GREEN,GREEN
286,20171106,DF_Mexico_20171106_061159,3.51881E+14,2435,10.87,11.98,64.1,GREEN,YELLOW,RED,GREEN,GREEN,83,188,208,101,19.2832839,-99.4720701,24352MEXLRM0381,MEX9246,MEXLRM0381,-79,-8,8,439,RED,GREEN,GREEN
287,20171106,DF_Mexico_20171106_060231,3.51881E+14,2435,12.08,30.33,66.9,GREEN,GREEN,RED,GREEN,GREEN,88,187,207,118,19.3330587,-98.7182053,24351MEXIXP0342,HPUE0015,MEXIXP0342,-83,-7,30,83,GREEN,GREEN,GREEN
288,20171106,Pacific_Nayarit_20171106_055839,3.53683E+14,2435,10.51,25.18,90,GREEN,GREEN,RED,GREEN,GREEN,84,187,209,118,22.4940141,-105.365244,24352NAYACP1242,NAY5006,NAYACP1242,-64,-7,22,468,GREEN,GREEN,GREEN
289,20171106,Pacific_Nayarit_20171106_054351,3.53683E+14,2435,12.13,21.9,89.8,GREEN,GREEN,RED,GREEN,GREEN,84,188,217,119,22.493868,-105.3651724,24351NAYACP1242,NAY5006,NAYACP1242,-74,-7,25,469,GREEN,GREEN,GREEN
290,20171106,Gulf_VeracruzdeIgnaciodelaLlave_20171106_053527,3.533E+14,2435,10.94,6.83,63,GREEN,RED,RED,GREEN,GREEN,84,188,211,99,19.1945556,-96.1347379,24352VERVER0664,HVER0014,VERVER0664,-71,-7,30,76,GREEN,GREEN,GREEN
291,20171106,Pacific_Nayarit_20171106_051751,3.53683E+14,2435,11.7,27.98,73.4,GREEN,GREEN,RED,GREEN,GREEN,83,188,216,129,22.4905194,-105.3626545,24353NAYACP1242,NAY5006,NAYACP1242,-65,-6,30,470,GREEN,GREEN,GREEN
292,20171105,NorthWest_Mazatlan_20171105_202651,3.533E+14,2250,48.32,23.37,125,GREEN,RED,RED,GREEN,GREEN,83,188,208,118,23.2599171,-106.4375979,22503SINMAZ0596,MAZREP003,SINMAZ0596,-74,-7,12,332,RED,GREEN,GREEN
293,20171105,NorthWest_Mazatlan_20171105_202637,3.533E+14,2250,47.14,26.69,121,GREEN,RED,RED,GREEN,GREEN,83,188,209,119,23.2590055,-106.4374464,22503SINMAZ0596,MAZREP003,SINMAZ0596,-65,-7,25,332,GREEN,GREEN,GREEN
294,20171105,NorthWest_Mazatlan_20171105_195555,3.533E+14,2250,49.86,23.22,125,GREEN,RED,RED,GREEN,GREEN,84,187,207,118,23.2595254,-106.4368679,22502SINMAZ0596,MAZREP003,SINMAZ0596,-63,-9,23,331,GREEN,GREEN,GREEN
295,20171105,NorthWest_Mazatlan_20171105_195520,3.533E+14,2250,49.63,20.37,149,GREEN,RED,RED,GREEN,GREEN,83,187,206,119,23.2599171,-106.4375979,22502SINMAZ0596,MAZREP003,SINMAZ0596,-70,-8,24,331,GREEN,GREEN,GREEN
296,20171105,NorthWest_Mazatlan_20171105_192551,3.533E+14,2250,49.34,27.87,124,GREEN,RED,RED,GREEN,GREEN,84,187,173,119,23.2599142,-106.4376465,22501SINMAZ0596,MAZREP003,SINMAZ0596,-81,-11,23,330,GREEN,GREEN,YELLOW
297,20171105,NorthWest_Mazatlan_20171105_192406,3.533E+14,2250,48.37,36.24,108,GREEN,GREEN,RED,GREEN,GREEN,91,188,166,118,23.2598118,-106.437674,22501SINMAZ0596,MAZREP003,SINMAZ0596,-83,-7,24,330,GREEN,GREEN,GREEN
298,20171104,Pacific_SanLuisPotosi_20171104_172939,3.51881E+14,2250,5.48,1.88,59.2,RED,RED,YELLOW,RED,RED,86,186,156,50,22.0940355,-100.6812085,22501LSLP8036,SLP6015,LSLP8036,-84,-7,19,54,YELLOW,GREEN,GREEN
299,20171104,Peninsula_YucatAn_20171104_155809,3.51881E+14,2435,11.84,15.26,84.1,GREEN,GREEN,RED,GREEN,GREEN,85,186,207,98,20.8224804,-87.8592754,24353YUCCHX0367,HCUN0052,YUCCHX0367,-95,-7,29,92,GREEN,YELLOW,GREEN
300,20171104,Peninsula_YucatAn_20171104_153053,3.51881E+14,2435,12.21,18.69,77.1,GREEN,GREEN,RED,GREEN,GREEN,83,186,209,97,20.8223662,-87.8592191,24352YUCCHX0367,HCUN0052,YUCCHX0367,-91,-8,24,91,GREEN,YELLOW,GREEN
301,20171104,Pacific_Guadalajara_20171104_152547,3.533E+14,2250,48.57,26.69,97.2,GREEN,RED,RED,GREEN,GREEN,85,187,185,119,20.6861914,-103.3365183,22502JALGDL1941,JALGDL1941,JALGDL1941,-78,-8,21,133,GREEN,GREEN,GREEN
302,20171104,Peninsula_YucatAn_20171104_144945,3.51881E+14,2435,12.67,18.4,82.2,GREEN,GREEN,RED,GREEN,GREEN,85,185,207,99,20.8240749,-87.8539103,24351YUCCHX0367,HCUN0052,YUCCHX0367,-86,-7,23,90,GREEN,YELLOW,GREEN
303,20171104,Pacific_Santiagoqueretaro_20171104_142611,3.53682E+14,2250,38.05,32.86,58,GREEN,YELLOW,YELLOW,GREEN,GREEN,89,186,231,119,20.586273,-100.4483294,22502MLQTOCRR2116Y,QTOCRR2116,MLQTOCRR2116Y,-68,-7,26,361,GREEN,GREEN,GREEN
304,20171104,Pacific_Guadalajara_20171104_142105,3.533E+14,2250,50.25,31.8,96.1,GREEN,YELLOW,RED,GREEN,GREEN,84,190,165,118,20.6871316,-103.3347304,22502JALGDL1941,JALGDL1941,JALGDL1941,-76,-8,25,133,GREEN,GREEN,GREEN
305,20171104,Pacific_SanLuisPotosi_20171104_141533,3.51881E+14,2250,5.43,8,61.45,RED,RED,RED,GREEN,GREEN,152,186,276,121,22.0991459,-100.7442115,22503LSLP8036,SLP6015,LSLP8036,-99,-8,19,56,YELLOW,YELLOW,GREEN
306,20171104,Pacific_Santiagoqueretaro_20171104_140927,3.53682E+14,2250,30.19,30.19,75.8,GREEN,YELLOW,RED,GREEN,GREEN,84,188,210,118,20.5863198,-100.4483808,22502MLQTOCRR2116Y,QTOCRR2116,MLQTOCRR2116Y,-75,-7,28,361,GREEN,GREEN,GREEN
307,20171104,DF_Toluca_20171104_135421,3.53682E+14,2250,29.29,32.04,106,GREEN,YELLOW,RED,GREEN,GREEN,84,186,225,104,19.3142216,-99.7309242,22503MLMEXZNP1336Y,MEXZNP1336,MLMEXZNP1336Y,-85,-7,19,357,YELLOW,GREEN,GREEN
308,20171104,DF_Toluca_20171104_135420,3.533E+14,2250,49.41,29.26,87.65,GREEN,RED,RED,GREEN,GREEN,145,188,213,98,19.3142568,-99.730959,22503MLMEXZNP1336Y,MEXZNP1336,MLMEXZNP1336Y,-82,-7,27,357,GREEN,GREEN,GREEN
